date,institute,cdl,unione,others,ulivo,fi,an,udc,prc,ln,pdci,idv,fdv,ulivo_pd,ld,pd,pdl,sa,rc,sel,m5s,fli,sc,fdi,cd,vtr,sample_size,eu,i,cp,nci,leu,pap,cpi,si,ap,mdp,cp_ap,sel_si,ncd,pdl_fi
2008-02-25,Demoskopea,NA,NA,3.5,NA,NA,NA,6,NA,4,NA,2,NA,NA,1,34.5,39.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-23,Euromedia,NA,NA,4.3,NA,NA,NA,3.8,NA,5.6,NA,3.5,NA,NA,1.2,32.9,40.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-18,Crespi,NA,NA,4.5,NA,NA,NA,7,NA,5.5,NA,3.2,NA,NA,3.3,31,37.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-18,Demoskopea,NA,NA,3.5,NA,NA,NA,7,NA,4.5,NA,2,NA,NA,2,32.5,40,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-12,Crespi,NA,NA,3.5,NA,NA,NA,6.5,NA,6,NA,2.5,NA,NA,3.5,32,37,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-12,Ferrari Nasi,NA,NA,3.8,NA,NA,NA,2.9,NA,7,NA,6.5,NA,NA,2.7,32,41,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-11,Ipsos,NA,NA,1.3,NA,NA,NA,5.3,NA,5.9,NA,3.8,NA,NA,1.6,34.8,40.2,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-11,Piepoli,NA,NA,2,NA,NA,NA,8,NA,5,NA,2,NA,NA,1,29,40.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-31,Demopolis,NA,NA,4.5,NA,NA,NA,6.5,NA,5,NA,3,NA,NA,1.5,29,40.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-22,Ekma,NA,NA,6.3,NA,NA,NA,7.2,NA,7,NA,3.8,NA,NA,3.3,26.4,38,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-10,Ekma,NA,NA,5.7,NA,NA,NA,3.5,NA,7,NA,4,NA,NA,3,27,40,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-14,Ekma,NA,NA,6.2,NA,33,9,2.8,3,5,1,2.5,3,31,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-07,Dinamiche,NA,NA,7.9,NA,27.1,12.5,6.3,5.3,5.2,2.3,3.4,2,25.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-19,Ekma,NA,NA,8.2,NA,33.2,9,2.8,3,4.8,1,3,3,30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-19,Ekma,NA,NA,8.5,NA,26.5,14,4.5,5.5,7,2,4,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-11,Ekma,NA,NA,8.2,NA,28.5,11,4.2,3.5,5,1,3,3,29.2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-30,ISPO,NA,NA,6.3,NA,28.2,14.2,5,5.3,5,1.8,3.5,2.1,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-13,Eurisko,NA,NA,8.1,NA,27,14.2,6.8,5.5,5,2.2,3.1,2.7,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-10,Ekma,NA,NA,8.3,NA,30,9,3.5,3,5.7,1,4.2,3.5,28,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-05,Ekma,NA,NA,8,NA,30,8.2,5,4,6,1.2,3.9,3,27.5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-03,Ekma,NA,NA,8.7,NA,29.9,10.8,5,4,6,1.2,3.9,3,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-27,Eurisko,NA,NA,9.6,NA,26.3,13.7,6.6,6.6,5.7,2.2,2.7,2.3,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-09,Euromedia,NA,NA,8.3,NA,32,11.4,5.4,5.3,5.5,2.3,2.4,2,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-01,Ekma,NA,NA,10.1,NA,30,11,5.5,4,5.9,1.4,4.1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-02,Ekma,NA,NA,7.5,NA,30,10,7,4,5.9,2,4.3,3.3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-03,Ekma,NA,NA,8.8,NA,29.5,11,7.5,4,5,2,4.7,3.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-31,IPR,NA,NA,12,NA,27,13,5.5,5,4.5,2.5,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-02,Ekma,NA,NA,9,NA,28.5,12,7,4,5,2.5,4,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-02,Euromedia,NA,NA,7.4,NA,33,11.3,4.8,5.1,5.1,2.1,2.4,2,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-21,Unicab,NA,NA,8.9,NA,29.3,13.6,7.2,4.2,4.3,1.8,2.8,2,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-02,Ekma,NA,NA,10,NA,28,12,6,4,5,2.5,4,2.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-09,Ekma,NA,NA,8.1,NA,30,11.5,5.5,4.5,5,2.7,3.5,2.2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-08,Euromedia,NA,NA,8,NA,32.6,11.8,4.1,5.8,5.3,2.2,2.3,1.9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-15,Euromedia,NA,NA,7.4,28.1,31.5,12.2,3.9,5.7,4.8,2.1,2.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-01,Ekma,NA,NA,8.5,26,30,12,6,4.5,5,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-17,Unicab,NA,NA,8.4,26.4,28.1,14,7.6,4.9,5,1.9,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-10,Ekma,NA,NA,8,27,28,10,6,5,6,3,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-10-19,Euromedia,NA,NA,7.9,28.3,29.4,12,4.7,5,5.1,2.5,2.8,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-10-13,Euromedia,NA,NA,9.1,29,29,11.4,5.3,5.3,4.7,2.1,2.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-10-03,Eurisko,NA,NA,8.6,30,23.2,13.2,6.4,6.2,3.7,2.3,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-09-29,Eurisko,NA,NA,9.5,30,27,11,5,5,5.5,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-09-15,Ekma,NA,NA,9,30,28,11,4,4,6,2.5,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07-18,IPR,NA,NA,10.5,30,20.5,11.5,9,7,4.5,2,3.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07-13,Ekma,NA,NA,9,30,28,10,6,6,4,2.5,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-23,Ipsos,NA,NA,4.6,NA,NA,NA,2.5,NA,4,NA,NA,NA,NA,NA,30.3,20.2,NA,3.3,3.2,20,0.7,8.7,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-22,Ipsos,NA,NA,3.7,NA,NA,NA,2.7,NA,3.8,NA,NA,NA,NA,NA,30.1,20,NA,3.5,3.6,20.5,0.8,9,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-21,Ipsos,NA,NA,3.9,NA,NA,NA,2.6,NA,3.7,NA,NA,NA,NA,NA,30.2,20.5,NA,3.5,3.7,20,0.9,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-21,EMG,NA,NA,6.5,NA,NA,NA,2.5,NA,4,NA,NA,NA,NA,NA,29,20.5,NA,3.5,3.5,20.5,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-20,Ipsos,NA,NA,3.8,NA,NA,NA,2.5,NA,3.8,NA,NA,NA,NA,NA,30,21,NA,4,3.5,19.4,1,9.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-19,Ipsos,NA,NA,4.3,NA,NA,NA,2.8,NA,4,NA,NA,NA,NA,NA,29.7,20,NA,4,3.9,18.5,1,9.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-14,Ipsos,NA,NA,6,NA,NA,NA,3.1,NA,4,NA,NA,NA,NA,NA,29,19.8,NA,4.1,3.8,17.1,0.8,10.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-14,EMG,NA,NA,6.8,NA,NA,NA,2.3,NA,5.2,NA,NA,NA,NA,NA,30.1,20.4,NA,3.5,3.4,16.6,1,9.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-08,IPR,NA,NA,5.5,NA,NA,NA,3.3,NA,4.2,NA,NA,NA,NA,NA,29.5,20,NA,4.2,3.7,16.5,0.8,10,1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-08,TP,NA,NA,7.3,NA,NA,NA,3.9,NA,5.1,NA,NA,NA,NA,NA,29.3,18.5,NA,4.2,3.7,15.1,0.9,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-07,Ipsos,NA,NA,4.1,NA,NA,NA,3.2,NA,4.4,NA,NA,NA,NA,NA,30.6,20.3,NA,3.7,3.9,15.9,0.8,10.8,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-07,SWG,NA,NA,4.6,NA,NA,NA,2.7,NA,5.2,NA,NA,NA,NA,NA,29.5,19.5,NA,4.1,3.6,18.8,1.7,9,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-07,EMG,NA,NA,6.2,NA,NA,NA,2.7,NA,4.9,NA,NA,NA,NA,NA,30,19.9,NA,3.5,4.2,16,1.4,10,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-07,Quorum,NA,NA,7.1,NA,NA,NA,3.1,NA,4.8,NA,NA,NA,NA,NA,29.9,20.1,NA,3.9,3.8,14.7,0.9,9.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-07,Lorien,NA,NA,5.1,NA,NA,NA,3.2,NA,5.7,NA,NA,NA,NA,NA,30.6,20.1,NA,4.3,4,15,0.3,9.8,1.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-06,Ipsos,NA,NA,4.1,NA,NA,NA,3.3,NA,4.4,NA,NA,NA,NA,NA,30.4,20.4,NA,3.7,3.8,15.8,0.9,11.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-06,Demos&Pi,NA,NA,5,NA,NA,NA,3.5,NA,5,NA,NA,NA,NA,NA,29.9,20.4,NA,4,3.7,16,1,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-06,SpinCon,NA,NA,12.1,NA,NA,NA,2.9,NA,5.1,NA,NA,NA,NA,NA,27.5,18.4,NA,5.9,4.1,12.5,0.8,7.5,2.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-05,Piepoli,NA,NA,4,NA,NA,NA,3,NA,6,NA,NA,NA,NA,NA,32,22,NA,3.5,4.5,13,0.5,9.5,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-05,Tecnè,NA,NA,7.1,NA,NA,NA,3.3,NA,5.5,NA,NA,NA,NA,NA,28.9,20.7,NA,5.2,3.7,16.3,0.8,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-05,ISPO,NA,NA,4.5,NA,NA,NA,3,NA,5.4,NA,NA,NA,NA,NA,32.2,22,NA,4.2,3.5,14.3,0.6,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-05,SWG,NA,NA,4.7,NA,NA,NA,3,NA,5.3,NA,NA,NA,NA,NA,28.9,18.9,NA,4.9,3.9,18,1.5,8.8,1.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-05,Demopolis,NA,NA,6.8,NA,NA,NA,3.8,NA,4.9,NA,NA,NA,NA,NA,29.1,20,NA,4.1,4.2,16.5,1.1,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-04,Ipsos,NA,NA,4.2,NA,NA,NA,3.9,NA,4.9,NA,NA,NA,NA,NA,31.8,18.5,NA,4.3,4.2,14.5,1,10.1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-04,IPR,NA,NA,5.7,NA,NA,NA,3.3,NA,4.3,NA,NA,NA,NA,NA,30,20,NA,4.5,3.7,15.5,1,9.7,1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-04,Datamonitor,NA,NA,7.4,NA,NA,NA,3.5,NA,5.2,NA,NA,NA,NA,NA,29,19,NA,4.9,4.1,14,1.2,9.6,1.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-04,Piepoli,NA,NA,6,NA,NA,NA,3.5,NA,7,NA,NA,NA,NA,NA,31.5,18,NA,4,4.5,11,1,10.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-04,Tecnè,NA,NA,6.8,NA,NA,NA,3.4,NA,5.8,NA,NA,NA,NA,NA,29.2,20.7,NA,4.9,3.5,16.1,0.9,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-04,ISPO,NA,NA,5.2,NA,NA,NA,2,NA,5.2,NA,NA,NA,NA,NA,29.9,21.2,NA,3.9,4.2,16.4,1,9.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-03,Euromedia,NA,NA,7.4,NA,NA,NA,3.5,NA,5.2,NA,NA,NA,NA,NA,29.8,22,NA,3.7,3.7,14.6,0.7,7.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-03,Lorien,NA,NA,4.2,NA,NA,NA,3.2,NA,6,NA,NA,NA,NA,NA,30.6,20.3,NA,4.7,4.4,14.8,0.4,9.8,1.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-03,ScenariPolitici,NA,NA,10.8,NA,NA,NA,2.9,NA,5.7,NA,NA,NA,NA,NA,28.3,16.3,NA,5.5,4.5,14.9,0.6,6.7,3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-02,Tecnè,NA,NA,6.9,NA,NA,NA,3.5,NA,5.4,NA,NA,NA,NA,NA,29.5,20.4,NA,5.1,3,16.5,0.7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-01,TP,NA,NA,7.1,NA,NA,NA,3.8,NA,4.9,NA,NA,NA,NA,NA,28.4,18.3,NA,5,3.7,15.8,0.9,10.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-01,EMG,NA,NA,6.3,NA,NA,NA,2.8,NA,4.8,NA,NA,NA,NA,NA,30.2,19.6,NA,4.6,4.6,14.5,1.7,10.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-01,Demopolis,NA,NA,7,NA,NA,NA,4,NA,5.1,NA,NA,NA,NA,NA,28.5,19,NA,4.3,4.2,16.5,1.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-31,Tecnè,NA,NA,7,NA,NA,NA,3.5,NA,5.5,NA,NA,NA,NA,NA,30.5,19.8,NA,4.6,3.3,16,0.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-31,SpinCon,NA,NA,12.2,NA,NA,NA,3.1,NA,5.4,NA,NA,NA,NA,NA,27.5,18.5,NA,5.8,4.1,11.5,0.6,7.8,3.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-30,Tecnè,NA,NA,6.9,NA,NA,NA,3.6,NA,5.8,NA,NA,NA,NA,NA,29.8,20,NA,4.7,3.3,15.7,0.7,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-29,Tecnè,NA,NA,7.9,NA,NA,NA,3.7,NA,5.5,NA,NA,NA,NA,NA,29.7,19.8,NA,4.8,3.5,15.2,0.8,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-29,Datamonitor,NA,NA,7.4,NA,NA,NA,3.8,NA,5.5,NA,NA,NA,NA,NA,30.1,18.5,NA,4.7,4.5,13.2,1.2,9,1.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-29,ISPO,NA,NA,5.5,NA,NA,NA,3.8,NA,4.9,NA,NA,NA,NA,NA,30.8,19.1,NA,4.6,4.9,13.6,1.1,9.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-29,SWG,NA,NA,4.7,NA,NA,NA,3.4,NA,4.9,NA,NA,NA,NA,NA,28,19.3,NA,5,4,18,1.4,9.4,1.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-29,Quorum,NA,NA,7.2,NA,NA,NA,3.6,NA,4.9,NA,NA,NA,NA,NA,29,19.5,NA,4.2,3.9,14.9,1.3,10.2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-28,Tecnè,NA,NA,7.9,NA,NA,NA,3.8,NA,5.2,NA,NA,NA,NA,NA,29.9,19.1,NA,4.6,3.4,15.8,0.7,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-28,Ipsos,NA,NA,4.4,NA,NA,NA,3.6,NA,5.2,NA,NA,NA,NA,NA,32.5,18.2,NA,4.8,4.5,13.6,1.1,10.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-28,IPR,NA,NA,6.2,NA,NA,NA,3.3,NA,4.5,NA,NA,NA,NA,NA,30.5,18.5,NA,4.7,3.9,14.6,1.2,10.3,1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-28,TP,NA,NA,6.5,NA,NA,NA,3.8,NA,5,NA,NA,NA,NA,NA,29.6,18.3,NA,4.3,4.2,15,1,9.5,2.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-28,Demos&Pi,NA,NA,5.9,NA,NA,NA,4.4,NA,4.1,NA,NA,NA,NA,NA,32.8,19.2,NA,4.2,3.2,12.9,0.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-27,ISPO,NA,NA,6.6,NA,NA,NA,3.8,NA,4.9,NA,NA,NA,NA,NA,30.8,18.5,NA,4.8,4.9,13.6,1.1,9.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-27,Lorien,NA,NA,4.4,NA,NA,NA,3.5,NA,5.8,NA,NA,NA,NA,NA,30.7,20.2,NA,4.5,4.5,13.9,0.4,10.1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-27,Bidimedia,NA,NA,8,NA,NA,NA,4.5,NA,4.9,NA,NA,NA,NA,NA,30.7,17.5,NA,4.4,4.9,13.8,1.2,6.7,2.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-26,Tecnè,NA,NA,8.2,NA,NA,NA,3.7,NA,5.2,NA,NA,NA,NA,NA,30.2,18.9,NA,4.8,3.8,14.7,0.9,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-26,Euromedia,NA,NA,6.6,NA,NA,NA,3.9,NA,5.5,NA,NA,NA,NA,NA,29.5,22.2,NA,3.5,4.1,13.1,0.8,8.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-26,ScenariPolitici,NA,NA,11.2,NA,NA,NA,3.2,NA,6,NA,NA,NA,NA,NA,28.9,16.2,NA,6.1,4.4,11.9,0.9,7.5,2.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-25,Piepoli,NA,NA,6,NA,NA,NA,4,NA,7,NA,NA,NA,NA,NA,32,18,NA,4,5,10,1,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-25,EMG,NA,NA,6.2,NA,NA,NA,3.1,NA,4.7,NA,NA,NA,NA,NA,30.7,20,NA,5,4.7,13.5,1.8,9.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
