candidate_name;state;cycle;candidate_party;general;multi_cand
Bill Cabaniss;Alabama;1990;REP;1;0
Howell Heflin;Alabama;1990;DEM;1;0
Hank Brown;Colorado;1990;REP;1;0
Josie Heath;Colorado;1990;DEM;1;0
Daniel K. Akaka;Hawaii;1990;DEM;1;0
Patricia Saiki;Hawaii;1990;REP;1;0
Larry E. Craig;Idaho;1990;REP;1;0
Ron Twilegar;Idaho;1990;DEM;1;0
Lynn Martin;Illinois;1990;REP;1;0
Paul M. Simon;Illinois;1990;DEM;1;0
Baron P. Hill;Indiana;1990;DEM;1;0
Daniel Coats;Indiana;1990;REP;1;0
Tom Harkin;Iowa;1990;DEM;1;0
Tom Tauke;Iowa;1990;REP;1;0
Harvey Sloane;Kentucky;1990;DEM;1;0
Mitch McConnell;Kentucky;1990;REP;1;0
Ben Bagert;Louisiana;1990;REP;0;0
Bennett Johnston;Louisiana;1990;DEM;1;0
David Duke;Louisiana;1990;REP;1;0
Neil Rolde;Maine;1990;DEM;1;0
William S. Cohen;Maine;1990;REP;1;0
Jim Rappaport;Massachusetts;1990;REP;1;0
John Kerry;Massachusetts;1990;DEM;1;0
Bill Schuette;Michigan;1990;REP;1;0
Carl Levin;Michigan;1990;DEM;1;0
Paul Wellstone;Minnesota;1990;DEM;1;0
Rudy Boschwitz;Minnesota;1990;REP;1;0
Allen Kolstad;Montana;1990;REP;1;0
Max Baucus;Montana;1990;DEM;1;0
Hal Daub;Nebraska;1990;REP;1;0
J. James Exon;Nebraska;1990;DEM;1;0
John Durkin;New Hampshire;1990;DEM;1;0
Robert C. Smith;New Hampshire;1990;REP;1;0
Harvey Gantt;North Carolina;1990;DEM;1;0
Jesse Helms;North Carolina;1990;REP;1;0
David Boren;Oklahoma;1990;DEM;1;0
Stephen Jones;Oklahoma;1990;REP;1;0
Harry Lonsdale;Oregon;1990;DEM;1;0
Mark Odom Hatfield;Oregon;1990;REP;1;0
Claiborne Pell;Rhode Island;1990;DEM;1;0
Claudine Schneider;Rhode Island;1990;REP;1;0
Dean Sinclair;South Dakota;1990;IND;0;0
Larry Pressler;South Dakota;1990;REP;1;0
Ted Muenster;South Dakota;1990;DEM;1;0
Hugh Parmer;Texas;1990;DEM;1;0
Phil Gramm;Texas;1990;REP;1;0
John D. Rockefeller, IV;West Virginia;1990;DEM;1;0
John Yoder;West Virginia;1990;REP;1;0
Richard C. Shelby;Alabama;1992;DEM;1;0
Richard Sellers;Alabama;1992;REP;1;0
Frank Murkowski;Alaska;1992;REP;1;0
Mary Jordan;Alaska;1992;GRE;1;0
Tony Smith;Alaska;1992;DEM;1;0
Claire Sargent;Arizona;1992;DEM;1;0
Evan Mecham;Arizona;1992;IND;0;0
John McCain;Arizona;1992;REP;1;0
Dale Bumpers;Arkansas;1992;DEM;1;0
Mike Huckabee;Arkansas;1992;REP;1;0
Barbara Boxer;California;1992;DEM;1;0
Bruce Herschensohn;California;1992;REP;1;0
Dianne Feinstein;California;1992;DEM;1;0
John Seymour;California;1992;REP;1;0
Ben Nighthorse Campbell;Colorado;1992;DEM;1;0
Terry Considine;Colorado;1992;REP;1;0
Brook Johnson;Connecticut;1992;REP;1;0
Christopher J. Dodd;Connecticut;1992;DEM;1;0
Bill Grant;Florida;1992;REP;1;0
Bob Graham;Florida;1992;DEM;1;0
Paul Coverdell;Georgia;1992;REP;1;0
Wyche Fowler;Georgia;1992;DEM;1;0
Daniel K. Inouye;Hawaii;1992;DEM;1;0
Rick Reed;Hawaii;1992;REP;1;0
C. Dirk Kempthorne;Idaho;1992;REP;1;0
Richard Stallings;Idaho;1992;DEM;1;0
Carol Moseley-Braun;Illinois;1992;DEM;1;0
Chad Koppie;Illinois;1992;IND;0;0
Richard Williamson;Illinois;1992;REP;1;0
Daniel Coats;Indiana;1992;REP;1;0
Joseph Hogsett;Indiana;1992;DEM;1;0
Chuck Grassley;Iowa;1992;REP;1;0
Jean Lloyd-Jones;Iowa;1992;DEM;1;0
Bob Dole;Kansas;1992;REP;1;0
Gloria O'Dell;Kansas;1992;DEM;1;0
David L. Williams;Kentucky;1992;REP;1;0
Wendell H. Ford;Kentucky;1992;DEM;1;0
Alan Keyes;Maryland;1992;REP;1;0
Barbara A. Mikulski;Maryland;1992;DEM;1;0
Christopher S. Bond;Missouri;1992;REP;1;0
Geri Rothman-Serot;Missouri;1992;DEM;1;0
Demar Dahl;Nevada;1992;REP;1;0
Harry Reid;Nevada;1992;DEM;1;0
Generic Candidate;New Hampshire;1992;DEM;0;0
John Rauh;New Hampshire;1992;DEM;1;0
Judd Gregg;New Hampshire;1992;REP;1;0
Larry Brady;New Hampshire;1992;IND;0;0
Alfonse M. D'Amato;New York;1992;REP;1;0
Robert Abrams;New York;1992;DEM;1;0
Lauch Faircloth;North Carolina;1992;REP;1;0
Terry Sanford;North Carolina;1992;DEM;1;0
Byron L. Dorgan;North Dakota;1992;DEM;1;0
Jack Dalrymple;North Dakota;1992;REP;1;0
Kent Conrad;North Dakota;1992;DEM;1;0
Steve Sydness;North Dakota;1992;REP;1;0
John Glenn;Ohio;1992;DEM;1;0
Michael DeWine;Ohio;1992;REP;1;0
Don Nickles;Oklahoma;1992;REP;1;0
Steve Lewis;Oklahoma;1992;DEM;1;0
Bob Packwood;Oregon;1992;REP;1;0
Les AuCoin;Oregon;1992;DEM;1;0
Arlen Specter;Pennsylvania;1992;REP;1;0
Lynn Yeakel;Pennsylvania;1992;DEM;1;0
Ernest F. Hollings;South Carolina;1992;DEM;1;0
Mark Johnson;South Carolina;1992;LIB;0;0
Tommy Hartnett;South Carolina;1992;REP;1;0
Charlene Haar;South Dakota;1992;REP;1;0
Tom Daschle;South Dakota;1992;DEM;1;0
Robert F. Bennett;Utah;1992;REP;1;0
Wayne Owens;Utah;1992;DEM;1;0
Jim Douglas;Vermont;1992;REP;1;0
Patrick J. Leahy;Vermont;1992;DEM;1;0
Patty Murray;Washington;1992;DEM;1;0
Rod Chandler;Washington;1992;REP;1;0
William Goodloe;Washington;1992;TX;0;0
Bob Kasten;Wisconsin;1992;REP;1;0
Russ Feingold;Wisconsin;1992;DEM;1;0
Kay Bailey Hutchison;Texas;1993;REP;1;0
Robert R. Krueger;Texas;1993;DEM;1;0
Jon Kyl;Arizona;1994;REP;1;0
Sam Coppersmith;Arizona;1994;DEM;1;0
Scott Grainger;Arizona;1994;LIB;1;0
Dianne Feinstein;California;1994;DEM;1;0
Michael Huffington;California;1994;REP;1;0
Jerry Labriola;Connecticut;1994;REP;1;0
Joseph I. Lieberman;Connecticut;1994;DEM;1;0
Charles Oberly;Delaware;1994;DEM;1;0
John Dierickx;Delaware;1994;LIB;0;0
William V. Roth Jr.;Delaware;1994;REP;1;0
Connie Mack;Florida;1994;REP;1;0
Hugh Rodham;Florida;1994;DEM;1;0
Jim Jontz;Indiana;1994;DEM;1;0
Richard G. Lugar;Indiana;1994;REP;1;0
Olympia J. Snowe;Maine;1994;REP;1;0
Thomas H. Andrews;Maine;1994;DEM;1;0
Bill Brock;Maryland;1994;REP;1;0
Paul S. Sarbanes;Maryland;1994;DEM;1;0
Edward M. Kennedy;Massachusetts;1994;DEM;1;0
Mitt Romney;Massachusetts;1994;REP;1;0
Bob Carr;Michigan;1994;DEM;1;0
Jon Coon;Michigan;1994;LIB;0;0
Spencer Abraham;Michigan;1994;REP;1;0
Ann Wynia;Minnesota;1994;DEM;1;0
Dean Barkley;Minnesota;1994;IND;1;0
Rod Grams;Minnesota;1994;REP;1;0
Alan Wheat;Missouri;1994;DEM;1;0
John Ashcroft;Missouri;1994;REP;1;0
Conrad Burns;Montana;1994;REP;1;0
Jack Mudd;Montana;1994;DEM;1;0
Bob Kerrey;Nebraska;1994;DEM;1;0
Jan Stoney;Nebraska;1994;REP;1;0
Hal Furman;Nevada;1994;REP;1;0
Richard H. Bryan;Nevada;1994;DEM;1;0
Chuck Haytaian;New Jersey;1994;REP;1;0
Frank R. Lautenberg;New Jersey;1994;DEM;1;0
Colin McMillan;New Mexico;1994;REP;1;0
Francesca Lobato;New Mexico;1994;IND;0;0
Jeff Bingaman;New Mexico;1994;DEM;1;0
Bernadette Castro;New York;1994;REP;1;0
Daniel Patrick Moynihan;New York;1994;DEM;1;0
Joel Hyatt;Ohio;1994;DEM;1;0
Joseph Slovenec;Ohio;1994;IND;1;0
Michael DeWine;Ohio;1994;REP;1;0
Danny Corn;Oklahoma;1994;IND;0;0
Dave McCurdy;Oklahoma;1994;DEM;1;0
James M. Inhofe;Oklahoma;1994;REP;1;0
Harris Wofford;Pennsylvania;1994;DEM;1;0
Rick Santorum;Pennsylvania;1994;REP;1;0
John H. Chafee;Rhode Island;1994;REP;1;0
Linda Kushner;Rhode Island;1994;DEM;1;0
Bill Frist;Tennessee;1994;REP;1;0
Fred Thompson;Tennessee;1994;REP;1;0
Jim Cooper;Tennessee;1994;DEM;1;0
Jim Sasser;Tennessee;1994;DEM;1;0
John Hooker;Tennessee;1994;IND;0;0
Kay Bailey Hutchison;Texas;1994;REP;1;0
Richard Fisher;Texas;1994;DEM;1;0
Orrin G. Hatch;Utah;1994;REP;1;0
Patrick A. Shea;Utah;1994;DEM;1;0
James M. Jeffords;Vermont;1994;REP;1;0
Jan Backus;Vermont;1994;DEM;1;0
Charles S. Robb;Virginia;1994;DEM;1;0
L. Douglas Wilder;Virginia;1994;IND;0;0
Marshall Coleman;Virginia;1994;IND;1;0
Oliver L. North;Virginia;1994;REP;1;0
Ron Sims;Washington;1994;DEM;1;0
Slade Gorton;Washington;1994;REP;1;0
Robert C. Byrd;West Virginia;1994;DEM;1;0
Stan Klos;West Virginia;1994;REP;1;0
Bob Welch;Wisconsin;1994;REP;1;0
Herb Kohl;Wisconsin;1994;DEM;1;0
Craig Thomas;Wyoming;1994;REP;1;0
Mike Sullivan;Wyoming;1994;DEM;1;0
Jeff Sessions;Alabama;1996;REP;1;0
Roger Bedford;Alabama;1996;DEM;1;0
Tim Hutchinson;Arkansas;1996;REP;1;0
Winston Bryant;Arkansas;1996;DEM;1;0
Tom Strickland;Colorado;1996;DEM;1;0
Wayne A. Allard;Colorado;1996;REP;1;0
Joseph R. Biden Jr.;Delaware;1996;DEM;1;0
Raymond J. Clatworthy;Delaware;1996;REP;1;0
Guy Millner;Georgia;1996;REP;1;0
Max Cleland;Georgia;1996;DEM;1;0
Larry E. Craig;Idaho;1996;REP;1;0
Walt Minnick;Idaho;1996;DEM;1;0
Al Salvi;Illinois;1996;REP;1;0
Richard J. Durbin;Illinois;1996;DEM;1;0
Robin Miller;Illinois;1996;LIB;0;0
James Ross Lightfoot;Iowa;1996;REP;1;0
Joe Sulentic;Iowa;1996;NPA;0;0
Tom Harkin;Iowa;1996;DEM;1;0
Jill Docking;Kansas;1996;DEM;1;0
Mark Marney;Kansas;1996;REF;0;0
Pat Roberts;Kansas;1996;REP;1;0
Sally Thompson;Kansas;1996;DEM;1;0
Sam Brownback;Kansas;1996;REP;1;0
Steven A. Rosile;Kansas;1996;LIB;0;0
Mitch McConnell;Kentucky;1996;REP;1;0
Steve Beshear;Kentucky;1996;DEM;1;0
Mary L. Landrieu;Louisiana;1996;DEM;1;0
Woody Jenkins;Louisiana;1996;REP;1;0
Joseph Edward Brennan;Maine;1996;DEM;1;0
Susan M. Collins;Maine;1996;REP;1;0
John Kerry;Massachusetts;1996;DEM;1;0
Robert C. Stowe;Massachusetts;1996;NLP;0;0
Susan C. Gallagher;Massachusetts;1996;CST;0;0
William F. Weld;Massachusetts;1996;REP;1;0
Carl Levin;Michigan;1996;DEM;1;0
Ronna Romney;Michigan;1996;REP;1;0
Dean Barkley;Minnesota;1996;REF;1;0
Paul Wellstone;Minnesota;1996;DEM;1;0
Rudy Boschwitz;Minnesota;1996;REP;1;0
James Bootie Hunt;Mississippi;1996;DEM;1;0
Thad Cochran;Mississippi;1996;REP;1;0
Becky Shaw;Montana;1996;REF;0;0
Denny Rehberg;Montana;1996;REP;1;0
Max Baucus;Montana;1996;DEM;1;0
Ben Nelson;Nebraska;1996;DEM;1;0
Chuck Hagel;Nebraska;1996;REP;1;0
Richard Swett;New Hampshire;1996;DEM;1;0
Robert C. Smith;New Hampshire;1996;REP;1;0
Dick Zimmer;New Jersey;1996;REP;1;0
Robert G. Torricelli;New Jersey;1996;DEM;1;0
Abraham Gutmann;New Mexico;1996;GRE;0;0
Art Trujillo;New Mexico;1996;DEM;1;0
Pete V. Domenici;New Mexico;1996;REP;1;0
Harvey Gantt;North Carolina;1996;DEM;1;0
Jesse Helms;North Carolina;1996;REP;1;0
James M. Inhofe;Oklahoma;1996;REP;1;0
Jim Boren;Oklahoma;1996;DEM;1;0
Gordon H. Smith;Oregon;1996;REP;1;0
Tom Bruggere;Oregon;1996;DEM;1;0
Donald Lovejoy;Rhode Island;1996;IND;0;0
Jack Reed;Rhode Island;1996;DEM;1;0
Nancy Mayer;Rhode Island;1996;REP;1;0
Elliott Close;South Carolina;1996;DEM;1;0
Strom Thurmond;South Carolina;1996;REP;1;0
Larry Pressler;South Dakota;1996;REP;1;0
Tim Johnson;South Dakota;1996;DEM;1;0
Fred Thompson;Tennessee;1996;REP;1;0
Houston Gordon;Tennessee;1996;DEM;1;0
John Hooker;Tennessee;1996;IND;0;0
Phil Gramm;Texas;1996;REP;1;0
Victor Morales;Texas;1996;DEM;1;0
John W. Warner;Virginia;1996;REP;1;0
Mark R. Warner;Virginia;1996;DEM;1;0
Betty Burks;West Virginia;1996;REP;1;0
John D. Rockefeller, IV;West Virginia;1996;DEM;1;0
Kathy Karpan;Wyoming;1996;DEM;1;0
Michael B. Enzi;Wyoming;1996;REP;1;0
W. David Herbert;Wyoming;1996;LIB;0;0
Clayton Suddith;Alabama;1998;DEM;1;0
Richard C. Shelby;Alabama;1998;REP;1;0
Edward Ranger;Arizona;1998;DEM;1;0
John McCain;Arizona;1998;REP;1;0
Blanche Lincoln;Arkansas;1998;DEM;1;0
Fay Boozman;Arkansas;1998;REP;1;0
Barbara Boxer;California;1998;DEM;1;0
Matt Fong;California;1998;REP;1;0
Ben Nighthorse Campbell;Colorado;1998;REP;1;0
Dottie Lamm;Colorado;1998;DEM;1;0
Christopher J. Dodd;Connecticut;1998;DEM;1;0
Gary A. Franks;Connecticut;1998;REP;1;0
Bob Graham;Florida;1998;DEM;1;0
Charlie Crist;Florida;1998;REP;1;0
Michael J. Coles;Georgia;1998;DEM;1;0
Paul Coverdell;Georgia;1998;REP;1;0
Bill Mauk;Idaho;1998;DEM;1;0
Mike Crapo;Idaho;1998;REP;1;0
Carol Moseley-Braun;Illinois;1998;DEM;1;0
Peter G. Fitzgerald;Illinois;1998;REP;1;0
Evan Bayh;Indiana;1998;DEM;1;0
Paul Helmke;Indiana;1998;REP;1;0
Rebecca Sink-Burris;Indiana;1998;LIB;0;0
